Epoch,Train_Loss,Train_Box_Loss,Train_Cls_Loss,Train_Dfl_Loss,Val_Loss,Val_Box_Loss,Val_Cls_Loss,Val_Dfl_Loss,Lr
19,3.2937465047057537,1.383817240630584,0.7884647382979092,1.1214645229712017,3.2587957221984865,1.3779558223724366,0.7947107208251953,1.086129183959961,0.0009681105332796886
20,3.2791430413353573,1.3787831743062844,0.7821320403404234,1.1182278282780953,3.196904225158691,1.3489143013000489,0.7713043221473694,1.0766856023788451,0.0009504760127639862
21,3.2660413075702857,1.3730538465243574,0.7753844528824261,1.1176030095712237,3.2060795070648194,1.347540991783142,0.7816559971809387,1.0768825157165527,0.0009292145645261742
22,3.254042997229593,1.3694467161587098,0.7709210399682943,1.1136752416759155,3.1784672676086427,1.3395485080718994,0.7637243242263794,1.0751944328308105,0.0009044973732459346
23,3.238725069575474,1.3651179192363538,0.763660794044103,1.1099463574450832,3.17834716758728,1.3403947244644165,0.7652115473747253,1.0727408962249756,0.0008765234472139825
24,3.2261235087974742,1.3602353619673964,0.7573200213512087,1.1085681261281277,3.169771752166748,1.3331618698120118,0.7608886107444763,1.075721268081665,0.0008455180160343253
25,3.2167197834105425,1.3565309191388972,0.752160305195403,1.108028558660751,3.151338893890381,1.3291046892166138,0.753847637462616,1.0683865642547608,0.0008117307172079232
26,3.2058308495566497,1.35361472990897,0.7478752503321641,1.1043408662245,3.1529384460449217,1.3317517910003662,0.7514088402748108,1.0697778160095215,0.0007754335861983163
27,3.192539679851062,1.3479897382647967,0.7420748859857654,1.1024750511742816,3.1380165927886963,1.3269366069793702,0.7443531863212586,1.0667267852783202,0.0007369188661620267
28,3.180289390718026,1.344808691356368,0.7363200019959459,1.0991607006358923,3.1312938713073732,1.3250540414810181,0.7419082511901856,1.0643315895080567,0.0006964966549784979
29,3.1683517791375713,1.3405501566431748,0.7311111842448017,1.096690437888706,3.124638489151001,1.3166450311660767,0.7430771808624268,1.064916281890869,0.0006544924085243043
30,3.1576787791475938,1.3364674183317091,0.7256781967562653,1.095533166631911,3.1333145050048827,1.3288536722183228,0.736111563205719,1.0683492702484132,0.0006112443202937984
31,3.1425620367539873,1.3311667291294564,0.7189159038829149,1.0924794043362718,3.115509872055054,1.3188318428039552,0.7334832324981689,1.063194799041748,0.0005671005984639477
32,3.1318355535656512,1.3275961026709522,0.7140448385324606,1.0901946112062004,3.1161276962280273,1.3202380661010742,0.7303691703796387,1.0655204681396484,0.0005224166623268383
33,3.1204138652968108,1.322745778636297,0.7083999645506427,1.0892681181844601,3.097557811355591,1.3149004333496093,0.7207026048660279,1.0619547758102417,0.00047755228066251744
34,3.1067637477300503,1.3189927454133852,0.7026568337473621,1.0851141686119612,3.085002586364746,1.3077366426467896,0.7193894536972046,1.0578764877319335,0.00043286867509231673
35,3.0945519008738582,1.313916405845125,0.6966163914634629,1.0840191018299334,3.0835322448730467,1.3095973896026611,0.7173934772491455,1.056541379737854,0.0003887256117347529
36,3.0800958552228876,1.30949361898183,0.6909649005461836,1.0796373375752488,3.077546587371826,1.304013879585266,0.7163272953987122,1.0572054029464721,0.00034547850458028015
37,3.0659130848326175,1.3036302649002045,0.6853033288601563,1.0769794888489095,3.08156263961792,1.311013249397278,0.7103983115196228,1.0601510749816894,0.00030347555390681906
38,3.055323584500899,1.2997816453560125,0.6804310773821339,1.0751108676444696,3.0796645240783693,1.309406686782837,0.711762017250061,1.058495824623108,0.0002630549427758572
39,3.04398806672238,1.2957903034467302,0.6745438861836345,1.073653878751421,3.080946425628662,1.3099715476989746,0.7100172982215881,1.0609575845718384,0.00022454211418128681
40,3.031735208614906,1.2906130069025263,0.6692464514540255,1.0718757440882674,3.060527550506592,1.3012056301116943,0.7051078125,1.0542141046524047,0.00018824715077377481
41,3.021724723034938,1.2869156307689058,0.6649249686101818,1.0698841249782556,3.064797663116455,1.3043966003417968,0.7044848991394043,1.0559161645889281,0.00015446227825758555
42,3.0080319705011576,1.2821658048543352,0.6596624222990455,1.0662037449704962,3.060065114593506,1.3031928358078002,0.7029943726539611,1.0538779022216798,0.00012345951256103604
43,3.001844708339339,1.280035584490597,0.6568926668618609,1.0649164573511822,3.060621224975586,1.3031520545959472,0.7010878395080566,1.0563813306808472,9.54884697241841e-05
44,2.9916870228597157,1.2759867585831701,0.6528262955364033,1.0628739671839702,3.0590089019775393,1.3035652910232545,0.6977467883110047,1.0576968276977539,7.077435613724479e-05
45,2.985890691457789,1.2731072211786676,0.6504768407199951,1.062306631127243,3.0602680446624757,1.30468690700531,0.6976159955024719,1.057965135383606,4.951615531115695e-05
46,2.980547781685964,1.270590296624383,0.6480592225879145,1.0618982651312745,3.0573728775024414,1.3033858373641969,0.6974849388122558,1.056502091217041,3.18850257793524e-05
47,2.975511491082825,1.2689300727989619,0.6464248120954539,1.0601566075415283,3.0524868083953858,1.3005893268585205,0.6961268270492553,1.0557706546783447,1.8022923029885206e-05
48,2.9726669940258037,1.267254521579799,0.6449426456247366,1.0604698274611417,3.052024333190918,1.3006253410339355,0.6962784202575684,1.0551205814361573,8.041456563309516e-06
49,2.970122341218089,1.2661817499056367,0.6441504032073705,1.0597901877987956,3.0540515270233155,1.3020899269104005,0.6959462610244751,1.0560153444290161,2.020991278606953e-06
50,2.968891326905034,1.2658573847185721,0.6436190468614565,1.059414893571752,3.054682852935791,1.3021623022079467,0.6971573713302612,1.055363175010681,1.0000422273712062e-08
