Epoch,Train_Loss,Train_Box_Loss,Train_Cls_Loss,Train_Dfl_Loss,Val_Loss,Val_Box_Loss,Val_Cls_Loss,Val_Dfl_Loss,Lr
1,186.4557407887582,2.538478756768942,181.7615179782053,2.155743646254502,5.067583094024658,1.800893168067932,1.916675108909607,1.3500148221969603,0.00010983417784158483
2,4.229275672620693,1.6627571160972503,1.2472946692818063,1.3192238873269524,3.97641220703125,1.6055983577728272,1.1293415447235107,1.2414722843170165,0.00013890688446047302
3,3.8559753460408572,1.5582628864451837,1.045262643701319,1.2524498159489572,3.7535440292358397,1.5487342361450196,1.0056256504058838,1.1991841470718383,0.0001859474257801028
4,3.711161719987086,1.5123699453767987,0.9744239309053067,1.224367846089576,3.615190380859375,1.4803156145095826,0.9616206893920899,1.1732540731430054,0.0002488997793600226
5,3.635458975365308,1.4876017971824276,0.9389401579765577,1.2089170210193885,3.5380969146728516,1.4634585973739624,0.9178581648826599,1.1567801364898682,0.00032501245790844885
6,3.5959829596945685,1.478015406912936,0.9222912282285287,1.195676322347673,3.5315831382751464,1.4547342157363892,0.9257863296508789,1.1510625938415526,0.00041095876979496107
7,3.5576317113081575,1.466583012597771,0.9057943342097623,1.1852543657385661,3.4881055557250975,1.448859192276001,0.899963247013092,1.139283102798462,0.000502982220282136
8,3.526874730492236,1.4571982563773078,0.893215425873155,1.1764610478749125,3.443488153076172,1.4276915742874146,0.8959765174865723,1.1198200534820557,0.0005970606983580306
9,3.5040593966520697,1.452617570019665,0.8856291241443989,1.165812701848132,3.408438984680176,1.418061411857605,0.8738991374969483,1.1164784408569335,0.0006890822729805827
10,3.4773712997273534,1.444427141100614,0.8730053222544738,1.1599388374975899,3.3857170013427735,1.409923572921753,0.8618255631446838,1.1139678707122802,0.0007750249151271221
11,3.4501171807628657,1.435620627821583,0.8605012646037175,1.153995285923109,3.371029319381714,1.4103624143600464,0.8533191443443299,1.1073477684020996,0.0008511322904552275
12,3.42884361934524,1.4279844374342918,0.8505801847128714,1.1502789968824059,3.3264275356292723,1.3874776889801026,0.838841157913208,1.100108680343628,0.0009140779391247527
13,3.4074125234973187,1.4210774857372388,0.8401613877488594,1.146173647942296,3.3347852310180666,1.3974346027374267,0.8363004089355469,1.1010502145767211,0.0009611106668984981
14,3.386023576019055,1.4137887104874567,0.8308377751986632,1.1413970944067964,3.3131734870910643,1.3865644479751587,0.8331414045333863,1.0934676280975342,0.000990174792846233
15,3.3642451132050093,1.4068623622532654,0.8210893725078685,1.1362933793721184,3.252707851409912,1.3593873327255248,0.8090536687850952,1.084266848564148,0.0009999999995777263
16,3.3454767990919057,1.4005657990163791,0.8120377583831885,1.1328732400755912,3.2604516124725342,1.3683927352905274,0.8062097084999085,1.0858491609573364,0.0009979853246897586
17,3.3293833191527935,1.3946667257616672,0.8047452514345612,1.1299713407826104,3.2633273529052733,1.3725737737655639,0.8007173973083496,1.0900361938476562,0.000991961205035078
18,3.310459557753954,1.3887908382999883,0.7961886354734466,1.1254800848934052,3.2093684272766114,1.3448093969345092,0.7880208879470825,1.0765381420135498,0.0009819761432830192
